id;nome_escola_id;nu_ano_censo;id_aluno;id_matricula;nu_mes;nu_ano;nu_idade_referencia;nu_idade;nu_duracao_turma;nu_dur_ativ_comp_mesma_rede;nu_dur_ativ_comp_outras_redes;nu_dur_aee_mesma_rede;nu_dur_aee_outras_redes;nu_dias_atividade;tp_sexo;tp_cor_raca;tp_nacionalidade;co_pais_origem;co_uf_nasc;co_municipio_nasc;co_uf_end;co_municipio_end;tp_zona_residencial;tp_local_resid_diferenciada;tp_outro_local_aula;in_aee_libras;in_aee_lingua_portuguesa;in_aee_informatica_acessivel;in_aee_braille;in_aee_caa;in_aee_soroban;in_aee_vida_autonoma;in_aee_opticos_nao_opticos;in_aee_enriq_curricular;in_aee_desen_cognitivo;in_aee_mobilidade;in_transporte_publico;tp_responsavel_transporte;in_transp_vans_kombi;in_transp_micro_onibus;in_transp_onibus;in_transp_bicicleta;in_transp_tr_animal;in_transp_outro_veiculo;in_transp_embar_ate5;in_transp_embar_5a15;in_transp_embar_15a35;in_transp_embar_35;in_necessidade_especial;in_baixa_visao;in_cegueira;in_def_auditiva;in_def_fisica;in_def_intelectual;in_surdez;in_surdocegueira;in_def_multipla;in_autismo;in_superdotacao;in_recurso_ledor;in_recurso_transcricao;in_recurso_interprete;in_recurso_libras;in_recurso_video_libras;in_recurso_labial;in_recurso_braille;in_recurso_cd_audio;in_recurso_prova_portugues;in_recurso_ampliada_18;in_recurso_ampliada_24;in_recurso_nenhum;tp_mediacao_didatico_pedago;in_especial_exclusiva;in_regular;in_eja;in_profissionalizante;tp_etapa_ensino;id_turma;co_curso_educ_profissional;tp_unificada;tp_tipo_atendimento_turma;tp_tipo_local_turma;tp_dependencia;tp_categoria_escola_privada;in_conveniada_pp;tp_convenio_poder_publico;in_mant_escola_privada_emp;in_mant_escola_priv_ong_oscip;in_mant_escola_privada_oscip;in_mant_escola_privada_ong;in_mant_escola_privada_sind;in_mant_escola_privada_sist_s;in_mant_escola_privada_s_fins;tp_regulamentacao;in_educacao_indigena
116693;425;2019;92D6C006D94B9251097D519949659302;357956482;9;1998;20;21;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964854;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
116789;425;2019;0FAF50354014E603C3F8FDEDE2186A5C;357957358;9;1999;19;20;170;0;0;0;0;5;1;0;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;70;15962801;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
117625;425;2019;21E3A940BC2F963E32EDE48CC0428E6E;357956223;4;1996;23;23;170;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;71;15964858;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
119402;425;2019;C5476DDED37BC9D9D8A7909A3C0477C5;357956541;10;2004;14;15;270;0;0;0;0;5;2;0;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964851;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
119880;425;2019;A3CDC9BCACE77FC0DFD1B46B709A3ECB;357956351;8;1999;19;20;170;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;71;15962802;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
120046;425;2019;10FC1AD04B9E130AFDB7184EA40B1EC2;357956574;5;2004;15;15;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964851;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
121078;425;2019;C4F712819240F5DA9FC8DA3B278DB499;357956431;2;2005;14;14;270;0;0;0;0;5;2;3;1;76;29;2910800;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964854;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
121244;425;2019;BE01B99782FB22ADB8A808D9E76D674D;357957513;9;2005;13;14;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962799;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
121989;425;2019;13961AD349234D381A0C74D89B2B234F;357956196;10;1988;30;31;170;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;71;15962800;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
122052;425;2019;0C77BFE77F0D606F8CC1C9F37293AED3;357956525;3;2005;14;14;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964851;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
122202;425;2019;C69A027D922DA54628FCB960104997CB;357956821;2;2008;11;11;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15962793;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
124340;425;2019;3210E83767B7E721273ED55538D7B625;357956840;9;2006;12;13;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15962793;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
124741;425;2019;5E28CC2E8EEE1D2FE3A65CA47D11D4CD;357956269;11;1997;21;22;170;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;70;15964857;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
127088;425;2019;3EBE24FCC505D3CE5842D447D29207EF;357956864;7;2001;17;18;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964853;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
129103;425;2019;76829EAD5108D06D726FF5826A000065;357956852;9;2007;11;12;270;0;0;0;0;5;1;1;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15964852;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
130105;425;2019;DA384BE2AC15C617DB9A5F6C9606D1EB;357955128;2;1999;20;20;170;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;71;15962802;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
130688;425;2019;CFD4C0D129BCC275B7622926D8B1341A;357957269;12;2001;17;18;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15962798;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
131684;425;2019;D6BC9497670B7D6634FFE26EAB8C0016;357957586;12;2005;13;14;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962795;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
133978;425;2019;780A3FC4C4C9040314CF8801F1C66F6E;357956669;4;2004;15;15;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964856;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
133979;425;2019;902910D915CEE2CFC480A62EC682EE74;357956637;10;2004;14;15;270;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964853;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
134902;425;2019;6E617D8FBB0551A10785DA4DA51E38D9;357957437;1;2003;16;16;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962799;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
135158;425;2019;26B83860DEF64A12E76C89B59545ADD7;357956654;11;2006;12;13;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962799;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
135799;425;2019;2CC09337D997F311DECC16EB763859F0;357957509;3;2005;14;14;270;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962796;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
136510;425;2019;234317FFF079EB598CE2FF7396C9FA9E;357956844;2;2008;11;11;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15962793;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
137100;425;2019;AFEE4D33391E806C3F74E04901024B52;357956394;9;2000;18;19;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964854;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
137578;425;2019;467F2636AC517476C276C47364F9FD32;357956836;11;2005;13;14;270;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15964852;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
137977;425;2019;B49B2472587064FFE22658A508E12126;357956702;6;2005;13;14;270;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962795;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
138867;425;2019;CF29B4495544611B46ADC55BBDA6306A;357956471;12;2002;16;17;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964853;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
140057;425;2019;2029156BDB94C51353CA337AE0D33F3B;357957616;8;2006;12;13;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15964850;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
141503;425;2019;6D8AA231ED0CAB264B5CAEA7A10558AA;357957617;2;2006;13;13;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15964855;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
142322;425;2019;6CBC2EBB85B86F661360A8B054784B8A;357956420;3;2000;19;19;170;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;71;15962802;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
143683;425;2019;A7D8B50D47D1733978AFDD4A97488551;357956755;7;2005;13;14;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962795;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
144570;425;2019;7426FEFC80B808B0DBF2B1E0B9538831;357956359;12;1982;36;37;170;0;0;0;0;5;2;5;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;71;15962800;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
145032;425;2019;449D3E8C852B395907135D93F29F44A7;357956489;9;2002;16;17;270;0;0;0;0;5;2;2;1;76;29;2918407;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962796;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
146968;425;2019;19722F0BD4311DB2BF38CEEED61744E5;357955127;3;1999;20;20;170;0;0;0;0;5;1;3;1;76;29;2908309;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;71;15962802;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
147837;425;2019;797B4C112F01A7BE39786EFE9A9B5975;357956413;12;2002;16;17;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15962798;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
148219;425;2019;57114F1CC54F4AB19ED5B723BA50D568;357957368;5;1981;38;38;170;0;0;0;0;5;2;0;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;70;15964857;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
148285;425;2019;279003E5473F2F5298E276FB4CF61AC3;357956789;8;2007;11;12;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15962793;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
148313;425;2019;DC2788F359218E5BF776435D61C960C0;357955116;11;1994;24;25;170;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;70;15962801;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
148733;425;2019;9139C5F0B8DF81163C9068529A9CF305;357955224;4;2000;19;19;270;0;0;0;0;5;2;0;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15962797;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
148759;425;2019;F369C2192A48019F0650DDC5DDB4D957;357957566;3;2007;12;12;270;0;0;0;0;5;2;3;1;76;50;5002001;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15964850;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
148979;425;2019;5B87F866F6AFEF34DD81E24D4B9BE56C;357956817;5;2008;11;11;270;0;0;0;0;5;2;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15962793;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
149678;425;2019;0D5E45BE2577A791E0C507582C5A45C7;357956318;8;1998;20;21;170;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;71;15962802;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
150200;425;2019;14FE003E4DB139F0360A89ED53F031AA;357957399;4;2004;15;15;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964854;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
150485;425;2019;6212DD61D0E5CD656A9A9FD0DDE94711;357956635;8;2005;13;14;270;0;0;0;0;5;1;0;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964853;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
151668;425;2019;E4B8CBB6A7DEBF7F4809D53D9ACC8CF9;357957395;10;2003;15;16;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964853;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
152174;425;2019;7EAE24924A62C115E36A0FF346DA6A39;357956442;10;2003;15;16;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962795;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
152246;425;2019;95117F989764D1DE226A9E6A8211A7F5;357956728;5;2005;14;14;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962795;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
153910;425;2019;A8ABDF3EE99E973F5F8D478BC9B49E56;357956521;11;2002;16;17;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15962794;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
154308;425;2019;DF9ED0E105AB633844BDDFF639EA944A;357956653;12;2005;13;14;270;0;0;0;0;5;2;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964856;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
154833;425;2019;0D6D40DB815C00931AFF40DBF15BBDF7;357957581;12;2005;13;14;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962796;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
156289;425;2019;F656AB3A8A7986E488D926D8C4F32E17;357957442;9;2004;14;15;270;0;0;0;0;5;1;2;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964853;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
156338;425;2019;E5BB49A077B9F9C98DD0195A998AAEF0;357956871;5;2005;14;14;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;41;15964854;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
156383;425;2019;38DD7CD3A06CF1BA2EB30C1566F52C48;357957512;6;2006;12;13;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21;15964856;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
156587;425;2019;D91377CA90AC2783184313D97CC6B5E5;357956851;4;2007;12;12;270;0;0;0;0;5;2;0;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;20;15962799;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
158848;425;2019;CE7495B01CD22EE675D7B93DC667013E;357956741;6;2006;12;13;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15964852;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
159763;425;2019;4253F68EBB492AEBC5D30D07EA073635;357957478;6;2004;14;15;270;0;0;0;0;5;1;3;1;76;29;2927408;29;2927408;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;15962794;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0
