id;nome_escola_id;nu_ano_censo;tp_situacao_funcionamento;dt_ano_letivo_inicio;dt_ano_letivo_termino;tp_dependencia;in_vinculo_secretaria_educacao;in_vinculo_seguranca_publica;in_vinculo_secretaria_saude;in_vinculo_outro_orgao;tp_categoria_escola_privada;in_conveniada_pp;tp_convenio_poder_publico;in_mant_escola_privada_emp;in_mant_escola_privada_ong;in_mant_escola_privada_oscip;in_mant_escola_priv_ong_oscip;in_mant_escola_privada_sind;in_mant_escola_privada_sist_s;in_mant_escola_privada_s_fins;co_escola_sede_vinculada;co_ies_ofertante;tp_regulamentacao;tp_responsavel_regulamentacao;in_local_func_predio_escolar;tp_ocupacao_predio_escolar;in_local_func_socioeducativo;in_local_func_unid_prisional;in_local_func_prisional_socio;in_local_func_galpao;tp_ocupacao_galpao;in_local_func_salas_outra_esc;in_local_func_outros;in_predio_compartilhado;in_agua_potavel;in_agua_rede_publica;in_agua_poco_artesiano;in_agua_cacimba;in_agua_fonte_rio;in_agua_inexistente;in_energia_rede_publica;in_energia_gerador_fossil;in_energia_renovavel;in_energia_inexistente;in_esgoto_rede_publica;in_esgoto_fossa_septica;in_esgoto_fossa_comum;in_esgoto_fossa;in_esgoto_inexistente;in_lixo_servico_coleta;in_lixo_queima;in_lixo_descarta_outra_area;in_lixo_destino_final_publico;in_lixo_enterra;in_tratamento_lixo_separacao;in_tratamento_lixo_reutiliza;in_tratamento_lixo_reciclagem;in_tratamento_lixo_inexistente;in_sala_diretoria;in_sala_professor;in_sala_repouso_aluno;in_laboratorio_informatica;in_laboratorio_ciencias;in_sala_atendimento_especial;in_quadra_esportes_coberta;in_quadra_esportes_descoberta;in_quadra_esportes;in_cozinha;in_biblioteca;in_sala_leitura;in_biblioteca_sala_leitura;in_parque_infantil;in_banheiro;in_banheiro_ei;in_banheiro_pne;in_banheiro_funcionarios;in_secretaria;in_banheiro_chuveiro;in_refeitorio;in_despensa;in_almoxarifado;in_auditorio;in_patio_coberto;in_patio_descoberto;in_dormitorio_aluno;in_dormitorio_professor;in_area_verde;in_dependencias_outras;in_piscina;in_terreirao;in_viveiro;in_sala_atelie_artes;in_sala_musica_coral;in_sala_estudio_danca;in_sala_multiuso;in_acessibilidade_corrimao;in_acessibilidade_elevador;in_acessibilidade_pisos_tateis;in_acessibilidade_vao_livre;in_acessibilidade_rampas;in_acessibilidade_sinal_sonoro;in_acessibilidade_sinal_tatil;in_acessibilidade_sinal_visual;in_acessibilidade_inexistente;qt_salas_utilizadas_dentro;qt_salas_utilizadas_fora;qt_salas_utilizadas;qt_salas_utiliza_climatizadas;qt_salas_utilizadas_acessiveis;in_equip_tv;in_equip_dvd;in_equip_parabolica;in_equip_copiadora;in_equip_scanner;in_equip_lousa_digital;qt_equip_lousa_digital;in_tablet_aluno;qt_tablet_aluno;in_equip_impressora;in_equip_impressora_mult;in_equip_som;in_equip_multimidia;in_computador;qt_equip_tv;qt_equip_dvd;qt_equip_som;qt_equip_multimidia;in_desktop_aluno;qt_desktop_aluno;in_comp_portatil_aluno;qt_comp_portatil_aluno;in_internet;in_internet_alunos;in_internet_administrativo;in_internet_aprendizagem;in_internet_comunidade;in_acesso_internet_computador;in_aces_internet_disp_pessoais;tp_rede_local;in_banda_larga;qt_prof_administrativos;qt_prof_servicos_gerais;qt_prof_bibliotecario;qt_prof_saude;qt_prof_coordenador;qt_prof_fonaudiologo;qt_prof_nutricionista;qt_prof_psicologo;qt_prof_alimentacao;qt_prof_pedagogia;qt_prof_secretario;qt_prof_seguranca;qt_prof_monitores;in_alimentacao;in_serie_ano;in_periodos_semestrais;in_fundamental_ciclos;in_grupos_nao_seriados;in_modulos;in_formacao_alternancia;in_material_ped_multimidia;in_material_ped_infantil;in_material_ped_cientifico;in_material_ped_difusao;in_material_ped_musical;in_material_ped_jogos;in_material_ped_artisticas;in_material_ped_desportiva;in_material_ped_indigena;in_material_ped_etnico;in_material_ped_campo;in_educacao_indigena;tp_indigena_lingua;co_lingua_indigena_1;co_lingua_indigena_2;co_lingua_indigena_3;in_exame_selecao;in_reserva_ppi;in_reserva_renda;in_reserva_publica;in_reserva_pcd;in_reserva_outros;in_reserva_nenhuma;in_redes_sociais;in_espaco_atividade;in_espaco_equipamento;in_orgao_ass_pais;in_orgao_ass_pais_mestres;in_orgao_conselho_escolar;in_orgao_gremio_estudantil;in_orgao_outros;in_orgao_nenhum;tp_proposta_pedagogica;tp_aee;tp_atividade_complementar;in_mediacao_presencial;in_mediacao_semipresencial;in_mediacao_ead;in_especial_exclusiva;in_regular;in_eja;in_profissionalizante;in_comum_creche;in_comum_pre;in_comum_fund_ai;in_comum_fund_af;in_comum_medio_medio;in_comum_medio_integrado;in_comum_medio_normal;in_esp_exclusiva_creche;in_esp_exclusiva_pre;in_esp_exclusiva_fund_ai;in_esp_exclusiva_fund_af;in_esp_exclusiva_medio_medio;in_esp_exclusiva_medio_integr;in_esp_exclusiva_medio_normal;in_comum_eja_fund;in_comum_eja_medio;in_comum_eja_prof;in_esp_exclusiva_eja_fund;in_esp_exclusiva_eja_medio;in_esp_exclusiva_eja_prof;in_comum_prof;in_esp_exclusiva_prof
1328;425;2019;1;11/02/2019;16/12/2019;2;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;9;1;1;0;0;0;0;NA;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;8;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;88888;3;2;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
