id;nome_escola_id;nu_ano_censo;id_docente;nu_mes;nu_ano;nu_idade_referencia;nu_idade;tp_sexo;tp_cor_raca;tp_nacionalidade;co_pais_origem;co_uf_nasc;co_municipio_nasc;co_uf_end;in_def_auditiva;co_municipio_end;tp_zona_residencial;tp_local_resid_diferenciada;in_necessidade_especial;in_cegueira;in_baixa_visao;in_surdez;in_surdocegueira;in_def_fisica;in_def_intelectual;in_def_multipla;in_autismo;in_superdotacao;tp_escolaridade;tp_ensino_medio;tp_situacao_curso_1;co_area_curso_1;co_curso_1;in_licenciatura_1;nu_ano_conclusao_1;tp_tipo_ies_1;co_ies_1;tp_situacao_curso_2;co_area_curso_2;co_curso_2;in_licenciatura_2;nu_ano_conclusao_2;tp_tipo_ies_2;co_ies_2;tp_situacao_curso_3;co_area_curso_3;co_curso_3;in_licenciatura_3;nu_ano_conclusao_3;tp_tipo_ies_3;co_ies_3;in_complementacao_pedagogica;co_area_compl_pedagogica_1;co_area_compl_pedagogica_2;co_area_compl_pedagogica_3;in_disc_quimica;in_disc_fisica;in_disc_matematica;in_disc_biologia;in_disc_ciencias;in_disc_lingua_portuguesa;in_disc_lingua_ingles;in_disc_lingua_espanhol;in_disc_lingua_frances;in_disc_lingua_outra;in_disc_lingua_indigena;in_disc_artes;in_disc_educacao_fisica;in_disc_historia;in_disc_geografia;in_disc_filosofia;in_disc_ensino_religioso;in_disc_estudos_sociais;in_disc_sociologia;in_disc_est_sociais_sociologia;in_disc_informatica_computacao;in_disc_profissionalizante;in_disc_port_segunda_lingua;in_disc_estagio_supervisionado;in_disc_libras;in_disc_pedagogicas;in_disc_outras;in_especializacao;in_mestrado;in_doutorado;in_pos_nenhum;in_especifico_creche;in_especifico_pre_escola;in_especifico_anos_iniciais;in_especifico_anos_finais;in_especifico_ens_medio;in_especifico_eja;in_especifico_ed_especial;in_especifico_ed_indigena;in_especifico_campo;in_especifico_ambiental;in_especifico_dir_humanos;in_especifico_div_sexual;in_especifico_dir_adolesc;in_especifico_afro;in_especifico_outros;in_especifico_nenhum;in_especifico_gestao;tp_tipo_docente;tp_tipo_contratacao;id_turma;tp_tipo_atendimento_turma;tp_tipo_local_turma;tp_mediacao_didatico_pedago;in_especial_exclusiva;in_regular;in_eja;in_profissionalizante;tp_etapa_ensino;co_curso_educ_profissional
41500;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962798;1;0;1;0;1;0;0;41;NA
41501;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962799;1;0;1;0;1;0;0;20;NA
41502;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964850;1;0;1;0;1;0;0;20;NA
41503;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964851;1;0;1;0;1;0;0;41;NA
41504;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964852;1;0;1;0;1;0;0;19;NA
41505;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964853;1;0;1;0;1;0;0;21;NA
41506;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964854;1;0;1;0;1;0;0;41;NA
41507;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964855;1;0;1;0;1;0;0;19;NA
41508;425;2019;5185B49B461219C21AE6A9081D17ACE2;1;1970;49;49;2;0;1;76;29;2922508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;146F15;1;1992;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964856;1;0;1;0;1;0;0;21;NA
42070;425;2019;52C9A5B7112B97DD0657EBF3BEC3C092;5;1966;53;53;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;142P01;1;1988;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962800;1;0;1;0;0;1;0;71;NA
42071;425;2019;52C9A5B7112B97DD0657EBF3BEC3C092;5;1966;53;53;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;142P01;1;1988;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962801;1;0;1;0;0;1;0;70;NA
42072;425;2019;52C9A5B7112B97DD0657EBF3BEC3C092;5;1966;53;53;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;142P01;1;1988;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964857;1;0;1;0;0;1;0;70;NA
42073;425;2019;52C9A5B7112B97DD0657EBF3BEC3C092;5;1966;53;53;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;142P01;1;1988;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964858;1;0;1;0;0;1;0;71;NA
46191;425;2019;5AC2ADA6EE2A396A6B52D3519EEE271C;5;1963;56;56;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F01;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962802;1;0;1;0;0;1;0;71;NA
46192;425;2019;5AC2ADA6EE2A396A6B52D3519EEE271C;5;1963;56;56;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F01;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964859;1;0;1;0;0;1;0;71;NA
46724;425;2019;5BC87394C182F55E2129703257EE25D9;11;1963;55;56;2;0;1;76;29;2930501;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962794;1;0;1;0;1;0;0;19;NA
46725;425;2019;5BC87394C182F55E2129703257EE25D9;11;1963;55;56;2;0;1;76;29;2930501;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962796;1;0;1;0;1;0;0;20;NA
46726;425;2019;5BC87394C182F55E2129703257EE25D9;11;1963;55;56;2;0;1;76;29;2930501;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962799;1;0;1;0;1;0;0;20;NA
46727;425;2019;5BC87394C182F55E2129703257EE25D9;11;1963;55;56;2;0;1;76;29;2930501;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964853;1;0;1;0;1;0;0;21;NA
46728;425;2019;5BC87394C182F55E2129703257EE25D9;11;1963;55;56;2;0;1;76;29;2930501;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964854;1;0;1;0;1;0;0;41;NA
46729;425;2019;5BC87394C182F55E2129703257EE25D9;11;1963;55;56;2;0;1;76;29;2930501;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964855;1;0;1;0;1;0;0;19;NA
52976;425;2019;678A2697B15F7C0BC2D74EAD5BA71AC5;9;1965;53;54;2;0;1;76;29;2905206;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;145F10;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962797;1;0;1;0;1;0;0;21;NA
52977;425;2019;678A2697B15F7C0BC2D74EAD5BA71AC5;9;1965;53;54;2;0;1;76;29;2905206;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;145F10;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962798;1;0;1;0;1;0;0;41;NA
52978;425;2019;678A2697B15F7C0BC2D74EAD5BA71AC5;9;1965;53;54;2;0;1;76;29;2905206;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;145F10;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962801;1;0;1;0;0;1;0;70;NA
52979;425;2019;678A2697B15F7C0BC2D74EAD5BA71AC5;9;1965;53;54;2;0;1;76;29;2905206;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;145F10;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964851;1;0;1;0;1;0;0;41;NA
52980;425;2019;678A2697B15F7C0BC2D74EAD5BA71AC5;9;1965;53;54;2;0;1;76;29;2905206;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;145F10;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964852;1;0;1;0;1;0;0;19;NA
52981;425;2019;678A2697B15F7C0BC2D74EAD5BA71AC5;9;1965;53;54;2;0;1;76;29;2905206;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;145F10;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964856;1;0;1;0;1;0;0;21;NA
52982;425;2019;678A2697B15F7C0BC2D74EAD5BA71AC5;9;1965;53;54;2;0;1;76;29;2905206;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;145F10;1;1991;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964857;1;0;1;0;0;1;0;70;NA
52984;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962794;1;0;1;0;1;0;0;19;NA
52985;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962799;1;0;1;0;1;0;0;20;NA
52986;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962800;1;0;1;0;0;1;0;71;NA
52987;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962802;1;0;1;0;0;1;0;71;NA
52988;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964853;1;0;1;0;1;0;0;21;NA
52989;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964854;1;0;1;0;1;0;0;41;NA
52990;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964855;1;0;1;0;1;0;0;19;NA
52991;425;2019;6791D5114CEA336759A8CC17030DDF51;2;1949;70;70;1;0;1;76;29;2900702;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F10;1;1989;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964859;1;0;1;0;0;1;0;71;NA
63347;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962793;1;0;1;0;1;0;0;19;NA
63348;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962795;1;0;1;0;1;0;0;20;NA
63349;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962797;1;0;1;0;1;0;0;21;NA
63350;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962798;1;0;1;0;1;0;0;41;NA
63351;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962801;1;0;1;0;0;1;0;70;NA
63352;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962802;1;0;1;0;0;1;0;71;NA
63353;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964850;1;0;1;0;1;0;0;20;NA
