id;nome_escola_id;nu_ano_censo;id_docente;nu_mes;nu_ano;nu_idade_referencia;nu_idade;tp_sexo;tp_cor_raca;tp_nacionalidade;co_pais_origem;co_uf_nasc;co_municipio_nasc;co_uf_end;in_def_auditiva;co_municipio_end;tp_zona_residencial;tp_local_resid_diferenciada;in_necessidade_especial;in_cegueira;in_baixa_visao;in_surdez;in_surdocegueira;in_def_fisica;in_def_intelectual;in_def_multipla;in_autismo;in_superdotacao;tp_escolaridade;tp_ensino_medio;tp_situacao_curso_1;co_area_curso_1;co_curso_1;in_licenciatura_1;nu_ano_conclusao_1;tp_tipo_ies_1;co_ies_1;tp_situacao_curso_2;co_area_curso_2;co_curso_2;in_licenciatura_2;nu_ano_conclusao_2;tp_tipo_ies_2;co_ies_2;tp_situacao_curso_3;co_area_curso_3;co_curso_3;in_licenciatura_3;nu_ano_conclusao_3;tp_tipo_ies_3;co_ies_3;in_complementacao_pedagogica;co_area_compl_pedagogica_1;co_area_compl_pedagogica_2;co_area_compl_pedagogica_3;in_disc_quimica;in_disc_fisica;in_disc_matematica;in_disc_biologia;in_disc_ciencias;in_disc_lingua_portuguesa;in_disc_lingua_ingles;in_disc_lingua_espanhol;in_disc_lingua_frances;in_disc_lingua_outra;in_disc_lingua_indigena;in_disc_artes;in_disc_educacao_fisica;in_disc_historia;in_disc_geografia;in_disc_filosofia;in_disc_ensino_religioso;in_disc_estudos_sociais;in_disc_sociologia;in_disc_est_sociais_sociologia;in_disc_informatica_computacao;in_disc_profissionalizante;in_disc_port_segunda_lingua;in_disc_estagio_supervisionado;in_disc_libras;in_disc_pedagogicas;in_disc_outras;in_especializacao;in_mestrado;in_doutorado;in_pos_nenhum;in_especifico_creche;in_especifico_pre_escola;in_especifico_anos_iniciais;in_especifico_anos_finais;in_especifico_ens_medio;in_especifico_eja;in_especifico_ed_especial;in_especifico_ed_indigena;in_especifico_campo;in_especifico_ambiental;in_especifico_dir_humanos;in_especifico_div_sexual;in_especifico_dir_adolesc;in_especifico_afro;in_especifico_outros;in_especifico_nenhum;in_especifico_gestao;tp_tipo_docente;tp_tipo_contratacao;id_turma;tp_tipo_atendimento_turma;tp_tipo_local_turma;tp_mediacao_didatico_pedago;in_especial_exclusiva;in_regular;in_eja;in_profissionalizante;tp_etapa_ensino;co_curso_educ_profissional
63354;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964851;1;0;1;0;1;0;0;41;NA
63355;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964852;1;0;1;0;1;0;0;19;NA
63356;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964856;1;0;1;0;1;0;0;21;NA
63357;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964857;1;0;1;0;0;1;0;70;NA
63358;425;2019;7BB7F90EFA2097E6D915D97D1835E08F;8;1974;44;45;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;1999;2;385;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964859;1;0;1;0;0;1;0;71;NA
65788;425;2019;7FE0B00EE664CFED00CB388A2CBF029D;11;1968;50;51;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F15;1;1989;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;15962793;1;0;1;0;1;0;0;19;NA
65789;425;2019;7FE0B00EE664CFED00CB388A2CBF029D;11;1968;50;51;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F15;1;1989;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;15962794;1;0;1;0;1;0;0;19;NA
65790;425;2019;7FE0B00EE664CFED00CB388A2CBF029D;11;1968;50;51;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F15;1;1989;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;15962795;1;0;1;0;1;0;0;20;NA
65791;425;2019;7FE0B00EE664CFED00CB388A2CBF029D;11;1968;50;51;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F15;1;1989;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;15962796;1;0;1;0;1;0;0;20;NA
65792;425;2019;7FE0B00EE664CFED00CB388A2CBF029D;11;1968;50;51;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F15;1;1989;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;15964850;1;0;1;0;1;0;0;20;NA
65793;425;2019;7FE0B00EE664CFED00CB388A2CBF029D;11;1968;50;51;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F15;1;1989;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;15964852;1;0;1;0;1;0;0;19;NA
65794;425;2019;7FE0B00EE664CFED00CB388A2CBF029D;11;1968;50;51;2;0;1;76;29;2927408;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F15;1;1989;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;15964855;1;0;1;0;1;0;0;19;NA
79251;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15962793;1;0;1;0;1;0;0;19;NA
79252;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15962794;1;0;1;0;1;0;0;19;NA
79253;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15962795;1;0;1;0;1;0;0;20;NA
79254;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15962796;1;0;1;0;1;0;0;20;NA
79255;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15962799;1;0;1;0;1;0;0;20;NA
79256;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15964850;1;0;1;0;1;0;0;20;NA
79257;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15964852;1;0;1;0;1;0;0;19;NA
79258;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15964853;1;0;1;0;1;0;0;21;NA
79259;425;2019;9ACB35DD9BDCAB86816972786DF92DEE;12;1963;55;56;2;0;1;76;29;2926301;29;NA;2927408;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;145F10;1;1996;NA;9999999;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;15964855;1;0;1;0;1;0;0;19;NA
81580;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962796;1;0;1;0;1;0;0;20;NA
81581;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962797;1;0;1;0;1;0;0;21;NA
81582;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962798;1;0;1;0;1;0;0;41;NA
81583;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962799;1;0;1;0;1;0;0;20;NA
81584;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964850;1;0;1;0;1;0;0;20;NA
81585;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964851;1;0;1;0;1;0;0;41;NA
81586;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964853;1;0;1;0;1;0;0;21;NA
81587;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964854;1;0;1;0;1;0;0;41;NA
81588;425;2019;9FA3F9A2C5DD04094A9CFAC7EAD81CD0;5;1971;48;48;2;0;1;76;29;2904902;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1994;1;578;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964856;1;0;1;0;1;0;0;21;NA
84981;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962793;1;0;1;0;1;0;0;19;NA
84982;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962795;1;0;1;0;1;0;0;20;NA
84983;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962801;1;0;1;0;0;1;0;70;NA
84984;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962802;1;0;1;0;0;1;0;71;NA
84985;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964850;1;0;1;0;1;0;0;20;NA
84986;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964852;1;0;1;0;1;0;0;19;NA
84987;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964857;1;0;1;0;0;1;0;70;NA
84988;425;2019;A60BA8B8E2EF79BBE046867B74CF4053;2;1957;62;62;2;0;1;76;29;2917508;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;9;999990;1;1993;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964859;1;0;1;0;0;1;0;71;NA
96664;425;2019;BC13B39CDC7C79D442330978445FBB40;9;1971;47;48;1;0;1;76;29;2933307;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;2002;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962797;1;0;1;0;1;0;0;21;NA
96665;425;2019;BC13B39CDC7C79D442330978445FBB40;9;1971;47;48;1;0;1;76;29;2933307;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;2002;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962798;1;0;1;0;1;0;0;41;NA
96666;425;2019;BC13B39CDC7C79D442330978445FBB40;9;1971;47;48;1;0;1;76;29;2933307;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;2002;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15962799;1;0;1;0;1;0;0;20;NA
96667;425;2019;BC13B39CDC7C79D442330978445FBB40;9;1971;47;48;1;0;1;76;29;2933307;29;NA;2927408;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;145F14;1;2002;2;519;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;NA;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;15964851;1;0;1;0;1;0;0;41;NA
